"employee_number","number_of_hours","reasons","withpay","dateleave"
"employee1043","9","GASTROENTERITIS",True,"2017-05-27"
"employee294","4.5","Half day VL",True,"2017-05-09"
"employee294","9","VL",True,"2017-05-11"
"employee294","9","VL",True,"2017-05-12"
"employee294","9","VL",True,"2017-05-15"
"employee294","9","VL",True,"2017-05-16"
"employee294","9","VL",True,"2017-05-17"
"employee294","9","VL",True,"2017-05-18"
"employee294","9","VL",True,"2017-05-19"
"employee2294","4.5","PERSONAL MATTER",True,"2017-05-16"
"employee294","9","VL",True,"2017-05-22"
"employee294","9","VL",True,"2017-05-23"
"employee1094","9","vacation leave w/ pay..",True,"2017-05-14"
"employee1094","9","vacation leave w/ pay..",True,"2017-05-15"
"employee1094","9","vacation leave w/ pay..",True,"2017-05-16"
"employee1094","9","vacation leave w/ pay..",True,"2017-05-17"
"employee1094","9","vacation leave w/ pay..",True,"2017-05-18"
"employee3171","9","FOR MEDICATION",False,"2017-05-09"
"employee1053","9","ACUTE GASTROENTIRITIS",True,"2017-05-02"
"employee435","9","PERSONAL MATTER",True,"2017-05-12"
"employee518","9","VACATION LEAVE",True,"2017-05-14"
"employee2259","9","NO REASON;",True,"2017-04-30"
"employee1428","9","VL",True,"2017-05-26"
"employee1428","9","VL",True,"2017-05-27"
"employee1428","9","VL",True,"2017-05-28"
"employee1428","9","VL",True,"2017-05-29"
"employee1428","9","VL",True,"2017-05-30"
"employee249","9","vacation leave",True,"2017-05-13"
"employee249","9","vacation leave",True,"2017-05-14"
"employee249","9","vacation leave",True,"2017-05-15"
"employee2834","9","VL",True,"2017-05-18"
"employee2834","9","VL",True,"2017-05-19"
"employee1121","9","Important matter.",True,"2017-05-16"
"employee3057","9","ATTEND TO PERSONAL MATTERS (BAPTISM)",True,"2017-05-21"
"employee2233","9","E/L CHARGE TO V/L.
Family member died.",True,"2017-05-16"
"employee997","9","FAMILY MATTERS",True,"2017-05-30"
"employee438","9","BIRTHDAY OF MY GRANDDAUTHER",True,"2017-06-05"
"employee1007","9","SEND MY FATHER IN LAW IN HOSPITAL.",True,"2017-05-26"
"employee1060","9","FAMILY MATTER",False,"2017-05-18"
"employee1060","9","DUE TO ATHRITIS",True,"2017-05-22"
"employee215","9","Personal Matter",True,"2017-05-30"
"employee217","9","SOLO PARENT",True,"2017-05-16"
"employee1069","9","personal matter
leave without pay",False,"2017-06-03"
"employee514","9","VACATION LEAVE",True,"2017-05-31"
"employee1092","9","vacation leave with pay",True,"2017-06-01"
"employee1432","9","vacation leave",True,"2017-05-27"
"employee1049","9","TO GET MY DAUGHTER FROM PROVINCE",True,"2017-05-25"
"employee1394","9","V/L",True,"2017-05-14"
"employee1394","9","V/L",True,"2017-05-15"
"employee1081","9","V/L",True,"2017-05-17"
"employee1081","9","V/L",True,"2017-05-18"
"employee1081","9","V/L",True,"2017-05-19"
"employee1081","9","V/L",True,"2017-05-20"
"employee1081","9","V/L",True,"2017-05-21"
"employee1441","9","attending my sister inlaws burial",True,"2017-05-10"
"employee1085","9","VACATION LEAVE ..
 FAMILY GATHERING",True,"2017-05-27"
"employee1085","9","VACATION LEAVE ..
 FAMILY GATHERING",True,"2017-05-28"
"employee1068","9","property problem in pangasinan",True,"2017-05-24"
"employee1068","9","property problem in pangasinan",True,"2017-05-25"
"employee1150","9","Personal",True,"2017-05-16"
"employee1129","9","Marinduque Ride",True,"2017-05-12"
"employee977","9","REUNION",True,"2017-05-06"
"employee2259","9","USE MY VL",True,"2017-07-02"
"employee1150","4.5","DSWD home visit",True,"2017-05-09"
"employee984","9","FAMILY MATTER",True,"2017-05-18"
"employee984","9","FAMILY MATTER",True,"2017-05-19"
"employee2235","9","AVAIL VL",True,"2017-05-19"
"employee3171","2.25","FOR MEDICATION",True,"2017-05-07"
"employee420","9","vacation leave",True,"2017-06-10"
"employee420","9","vacation leave",True,"2017-06-11"
"employee290","9","BIRTHDAY LEAVE",True,"2017-06-08"
"employee1421","9","NO REASON",True,"2017-05-11"
"employee1066","9","ATTEND IMP MATTER",True,"2017-05-12"
"employee1030","9","V/L",True,"2017-06-08"
"employee1030","9","V/L",True,"2017-06-09"
"employee1013","9","personal matter",True,"2017-06-08"
"employee1007","9","DEBUT OF MY NIECE",True,"2017-05-13"
"employee1007","9","DEBUT OF MY NIECE",True,"2017-05-14"
"employee3174","9","VACATION LEAVE",True,"2017-05-14"
"employee3174","9","VACATION LEAVE",True,"2017-05-15"
"employee1018","9","VACATION",True,"2017-05-09"
"employee1014","9","VACATION LEAVE",True,"2017-05-14"
"employee1014","9","VACATION LEAVE",True,"2017-05-15"
"employee1597","9","personal",True,"2017-05-11"
"employee1066","9","ATTEND IMP MATTER",False,"2017-05-13"
"employee3171","6.75","FOR MEDICATION",False,"2017-05-07"
"employee3171","9","FOR MEDICATION",False,"2017-05-08"
"employee1073","9","STOMACH ACHE",True,"2017-05-06"
"employee290","9","BIRTHDAY LEAVE",True,"2017-06-09"
"employee434","9","NO REASON",True,"2017-05-16"
"employee434","9","NO REASON",True,"2017-05-17"
"employee434","9","NO REASON",True,"2017-05-18"
"employee434","9","NO REASON",True,"2017-05-19"
"employee1031","9","wife is sick home medication attend to her needs.",False,"2017-05-22"
"employee2265","9","PERSONAL MATTER",True,"2017-05-24"
"employee1411","9","personal reason",True,"2017-06-05"
"employee56","9","IMPORTANT MATTER",True,"2017-05-10"
"employee1502","9","Vacation Leave",True,"2017-06-10"
"employee474","4.5","PERSONAL MATTER",True,"2017-05-09"
"employee474","9","PERSONAL MATTER",True,"2017-05-12"
"employee1513","4.5","to apply my Barangay Clearance & to claim LB ATM",True,"2017-05-10"
"employee1502","9","Vacation Leave",True,"2017-06-11"
"employee2277","9","dysmenorrhea",True,"2017-05-29"
"employee954","9","PERSONAL MATTER",True,"2017-05-11"
"employee420","9","vacation leave",True,"2017-06-14"
"employee1020","9","take care of my children bicouse my wife is sick",True,"2017-05-31"
"employee1058","9","To Attend Important Family Matter",True,"2017-07-29"
"employee1058","9","To Attend Important Family Matter",True,"2017-07-30"
"employee1011","9","VACATION LEAVE",False,"2017-06-21"
"employee1011","9","VACATION LEAVE",False,"2017-06-22"
"employee1047","9","v/l",True,"2017-06-13"
"employee1047","9","v/l",True,"2017-06-14"
"employee1014","9","BACK PAIN",True,"2017-06-04"
"employee1014","9","BACK PAIN",True,"2017-06-05"
"employee1494","9","Personal",False,"2017-06-08"
"employee3117","9","V/L",True,"2017-06-10"
"employee2258","9","sickleave/tootache",True,"2017-06-02"
"employee2258","9","sickleave/tootache",True,"2017-06-03"
"employee457","9","Sick Leave",True,"2017-06-03"
"employee457","9","Vacation Leave",True,"2017-06-17"
"employee457","9","Vacation Leave",True,"2017-06-18"
"employee1118","9","FAMILY VACATION",True,"2017-05-05"
"employee1072","9","Family Problem",True,"2017-05-08"
"employee1118","9","FAMILY VACATION",True,"2017-05-06"
"employee1070","9","due to very important matter",True,"2017-05-15"
"employee1070","9","due to very important matter",True,"2017-05-16"
"employee507","9","ACUTE NASOPHARYNGITIS",True,"2017-05-14"
"employee1092","9","SORE THROAT",True,"2017-05-08"
"employee1161","9","SCHEDULE VACATION LEAVE",True,"2017-05-12"
"employee1161","9","VACATION LEAVE",True,"2017-05-15"
"employee1955","9","Schedule VL",True,"2017-05-09"
"employee2219","9","due to LBM (ATTACHMENT TO FOLLOW)",True,"2017-05-08"
"employee2219","9","Attend to important family matter at Hongkong.",True,"2017-05-12"
"employee2219","9","Attend to important family matter at Hongkong.",True,"2017-05-15"
"employee2219","9","Attend to important family matter at Hongkong.",True,"2017-05-16"
"employee2219","9","Attend to important family matter at Hongkong.",True,"2017-05-17"
"employee3198","9","PERSONAL MATTER",True,"2017-05-11"
"employee1111","9","Family Matter",True,"2017-05-07"
"employee1111","4.5","Family Matter",True,"2017-05-08"
"employee1013","9","personal matter",True,"2017-05-14"
"employee1096","9","BACK PAIN",True,"2017-05-03"
"employee1021","9","V/L",True,"2017-06-10"
"employee1021","9","V/L",True,"2017-06-11"
"employee1098","9","TOOTH ACHE",True,"2017-05-04"
"employee1160","9","Vacation leave",True,"2017-05-12"
"employee2440","9","ANNUAL VACATION LEAVE",True,"2017-05-02"
"employee2440","9","ANNUAL VACATION LEAVE",True,"2017-05-03"
"employee2440","9","ANNUAL VACATION LEAVE",True,"2017-05-04"
"employee2440","9","ANNUAL VACATION LEAVE",True,"2017-05-05"
"employee1046","9","PATERNITY LEAVE",True,"2017-05-13"
"employee1046","9","PATERNITY LEAVE",True,"2017-05-14"
"employee2440","9","ANNUAL VACATION LEAVE",True,"2017-05-08"
"employee1081","9","V/L",True,"2017-05-14"
"employee3171","9","FOR MEDICATION",False,"2017-05-14"
"employee3171","9","FOR MEDICATION",False,"2017-05-15"
"employee3171","9","FOR MEDICATION",False,"2017-05-16"
"employee3171","9","FOR MEDICATION",False,"2017-05-17"
"employee3171","9","FOR MEDICATION",False,"2017-05-18"
"employee3171","9","FOR MEDICATION",False,"2017-05-21"
"employee3171","9","FOR MEDICATION",False,"2017-05-22"
"employee3171","9","FOR MEDICATION",False,"2017-05-23"
"employee3171","9","FOR MEDICATION",False,"2017-05-24"
"employee3171","9","FOR MEDICATION",False,"2017-05-25"
"employee3171","9","FOR MEDICATION",False,"2017-05-28"
"employee3171","9","FOR MEDICATION",False,"2017-05-29"
"employee3171","9","FOR MEDICATION",False,"2017-05-30"
"employee3171","9","FOR MEDICATION",False,"2017-05-31"
"employee1402","9","enterment of my wife uncles wake..",True,"2017-05-13"
"employee582","9","PERSONAL MATTER",True,"2017-04-11"
"employee1046","9","PATERNITY LEAVE",True,"2017-05-15"
"employee1046","9","PATERNITY LEAVE",True,"2017-05-16"
"employee435","9","EL-DUE TO PERSONAL MATTER",True,"2017-05-05"
"employee582","9","PERSONAL MATTER",True,"2017-04-12"
"employee1128","9","personal matter",True,"2017-05-16"
"employee1100","9","personal matter.",True,"2017-05-11"
"employee1158","9","Stomach pain",True,"2017-05-03"
"employee1158","9","car brokedown while going home last sunday evening",True,"2017-05-08"
"employee1098","9","VACATION LEAVE",True,"2017-05-16"
"employee1098","9","VACATION LEAVE",True,"2017-05-17"
"employee1098","9","VACATION LEAVE",True,"2017-05-18"
"employee2459","9","FAMILY PROBLEM",True,"2017-05-10"
"employee2459","9","FAMILY PROBLEM",True,"2017-05-11"
"employee1102","9","PLAN VACATION LEAVE , DAY-OFF ( TUE / WENS )",True,"2017-05-04"
"employee1102","9","PLAN VACATION LEAVE , DAY-OFF ( TUE / WENS )",True,"2017-05-05"
"employee1102","9","PLAN VACATION LEAVE , DAY-OFF ( TUE / WENS )",True,"2017-05-06"
"employee1102","9","PLAN VACATION LEAVE , DAY-OFF ( TUE / WENS )",True,"2017-05-07"
"employee1102","9","PLAN VACATION LEAVE , DAY-OFF ( TUE / WENS )",True,"2017-05-08"
"employee1118","9","FAMILY VACATION",True,"2017-05-07"
"employee1118","9","FAMILY VACATION",True,"2017-05-08"
"employee2249","9","Fever",True,"2017-05-08"
"employee1118","9","FAMILY VACATION",True,"2017-05-09"
"employee2233","9","VACATION LEAVE",True,"2017-05-15"
"employee434","9","NO REASON",True,"2017-05-22"
"employee434","9","NO REASON",True,"2017-05-23"
"employee1117","9","annual vacation leave",True,"2017-05-14"
"employee1117","9","annual vacation leave",True,"2017-05-15"
"employee1117","9","annual vacation leave",True,"2017-05-16"
"employee1021","9","V/L",True,"2017-07-29"
"employee1021","9","V/L",True,"2017-07-30"
"employee1056","9","Celebrating my 30th birthday",True,"2017-06-27"
"employee1056","9","Celebrating my 30th birthday",True,"2017-06-28"
"employee954","9","PERSONAL MATTER",True,"2017-05-04"
"employee954","9","PERSONAL MATTER",True,"2017-05-05"
"employee434","9","NO REASON",True,"2017-05-24"
"employee1125","9","SCHED VACATION LEAVE",True,"2017-05-16"
"employee954","9","PERSONAL MATTER",True,"2017-05-08"
"employee954","9","PERSONAL MATTER",True,"2017-05-09"
"employee954","9","PERSONAL MATTER",True,"2017-05-10"
"employee954","9","PERSONAL MATTER",True,"2017-05-12"
"employee1125","9","SCHED VACATION LEAVE",True,"2017-05-17"
"employee1125","9","SCHED VACATION LEAVE",True,"2017-05-18"
"employee1125","9","SCHED VACATION LEAVE",True,"2017-05-19"
"employee1872","9","S/L   fever",True,"2017-05-26"
"employee195","9","boil",True,"2017-05-20"
"employee195","9","boil",True,"2017-05-21"
"employee195","9","boil",True,"2017-05-22"
"employee954","9","PERSONAL MATTER",True,"2017-05-15"
"employee195","2.25","boil",True,"2017-05-23"
"employee195","6.75","boil",False,"2017-05-23"
"employee2257","9","Scheduled Gastroscopy procedure at Makati Medical",True,"2017-06-05"
"employee2257","9","Scheduled Gastroscopy procedure at Makati Medical",True,"2017-06-06"
"employee1106","9","Accompanied of my wife in hospital hypertension",True,"2017-05-11"
"employee3198","9","PERSONAL MATTER",True,"2017-05-07"
"employee1106","9","GOING TO LAGUNA",True,"2017-05-03"
"employee503","9","assist my father to prov. for some impt matters",False,"2017-05-22"
"employee954","9","PERSONAL MATTER",True,"2017-05-03"
"employee495","9","Ultrasound and follow-up check up of my wife",True,"2017-05-20"
"employee1125","9","SCHED VACATION LEAVE",True,"2017-05-22"
"employee2263","9","MOTHER BRING TO DOCTOR",True,"2017-05-20"
"employee3167","9","medical check  up of my son",False,"2017-05-13"
"employee288","9","Personl Matter",True,"2017-05-10"
"employee1096","9","VL",True,"2017-05-19"
"employee1096","9","VL",True,"2017-05-20"
"employee1096","9","VL",True,"2017-05-21"
"employee1084","9","PART OF MY ANNUAL VACATION LEAVE",True,"2017-05-21"
"employee1084","9","PART OF MY ANNUAL VACATION LEAVE",True,"2017-05-22"
"employee1084","9","PART OF MY ANNUAL VACATION LEAVE",True,"2017-05-23"
"employee472","9","DAUGHTERS BIRTHDAY",True,"2017-05-23"
"employee1444","9","vacation leae",True,"2017-07-27"
"employee1444","9","vacation leae",True,"2017-07-28"
"employee1015","9","Vacation",True,"2017-06-24"
"employee1016","9","NO REASON",False,"2017-05-15"
"employee1016","9","NO REASON",False,"2017-05-16"
"employee3095","9","FLU / URTI",True,"2017-05-02"
"employee3095","9","FLU / URTI",True,"2017-05-03"
"employee3095","9","FLU / URTI",True,"2017-05-04"
"employee217","9","PERSONAL MATTER",True,"2017-05-09"
"employee2440","9","to replace cancelled vl 5/16, to attend to impt",True,"2017-05-19"
"employee2263","9","MOTHER BRING TO DOCTOR",True,"2017-05-21"
"employee474","9","BEREAVEMENT LEAVE",True,"2017-05-24"
"employee474","9","BEREAVEMENT LEAVE",True,"2017-05-25"
"employee474","9","BEREAVEMENT LEAVE",True,"2017-05-26"
"employee108","9","NOT FEELING WELL.",True,"2017-05-08"
"employee474","9","BEREAVEMENT LEAVE",True,"2017-05-29"
"employee62","9","PERSONAL MATTER",True,"2017-05-15"
"employee3158","4.5","E/L",True,"2017-05-13"
"employee1080","4.5","vacation leave/regular",True,"2017-05-22"
"employee977","9","PERSONAL MATTERS",True,"2017-05-27"
"employee1424","9","PERSONAL MATTERS",True,"2018-07-28"
"employee977","9","ATTEND TO IMPORTANT MATTERS",True,"2017-07-04"
"employee977","9","ATTEND TO IMPORTANT MATTERS",True,"2017-07-05"
"employee977","9","ATTEND TO IMPORTANT MATTERS",True,"2017-07-06"
"employee977","9","ATTEND TO IMPORTANT MATTERS",True,"2017-07-07"
"employee977","9","ATTEND TO IMPORTANT MATTERS",True,"2017-07-08"
"employee1695","9","DUE TO HYPERTENSION",True,"2017-05-11"
"employee1421","9","MYALGIA",True,"2017-05-04"
"employee480","9","Vacation Leave",True,"2017-05-20"
"employee474","9","BEREAVEMENT LEAVE",True,"2017-05-30"
"employee474","9","BEREAVEMENT LEAVE",True,"2017-05-31"
"employee474","9","BEREAVEMENT LEAVE",True,"2017-06-01"
"employee474","9","BEREAVEMENT LEAVE",True,"2017-06-02"
"employee1513","9","personal",True,"2017-05-31"
"employee977","9","ATTEND TO IMPORTANT MATTERS",False,"2017-07-12"
"employee977","9","ATTEND TO IMPORTANT MATTERS",False,"2017-07-13"
"employee977","9","ATTEND TO IMPORTANT MATTERS",False,"2017-07-14"
"employee977","9","ATTEND TO IMPORTANT MATTERS",False,"2017-07-15"
"employee503","9","assist my father to prov. for some impt matters",False,"2017-05-23"
"employee2264","9","ATTEND FAMILY MATTERS",True,"2017-05-27"
"employee983","9","family matter",True,"2017-05-22"
"employee983","9","family matter",True,"2017-05-23"
"employee503","9","assist my father to prov. for some impt matters",False,"2017-05-24"
"employee429","9","my wife have seminar on jun,17 2017 at vigan cty",True,"2017-06-17"
"employee503","9","assist my father to prov. for some impt matters",False,"2017-05-27"
"employee503","9","assist my father to prov. for some impt matters",False,"2017-05-28"
"employee503","9","assist my father to prov. for some impt matters",False,"2017-05-29"
"employee503","9","assist my father to prov. for some impt matters",False,"2017-05-30"
"employee1029","9","VACATION LEAVE",True,"2017-05-09"
"employee2274","9","TO ATTEND MY SONS GRADUATION",True,"2017-05-13"
"employee2515","9","Headache",True,"2017-05-11"
"employee246","9","VACATION LEAVE",True,"2017-05-15"
"employee241","9","OUTING",True,"2017-05-19"
"employee554","9","i will accompany my wife to the obgyne",False,"2017-05-18"
"employee1087","9","Family Reunion",True,"2017-05-15"
